上	IdA.IdA	i:ida
𣋏	KKKdGh.KKKG	kkkg
𣋐	KQBm.KQBm	kqbm
𣋑	KEEaZF.KEZF	kezf
𣋒	KEXsAGd.KEAG	keag
𣋓	KNOdOdOdOdBdZ.KNBZ	knbz
𣋔	KFvKZ.KFKZ	kfkz
𣋕	CoCoBi.CoCB	cocb
𣋖	KLkKc.KLKc	klkc
𣋗	KGoK.KGK	kgk
𣋘	KOdALkK.KOLK	kolk
𣋙	KXmEaOQx.KXOQ	kxoq
𣋚	KSuKRo.KSKR	kskr
𣋛	KEVRsJ.KERJ	kerj
𣋜	KFFBk.KFFB	kffb
𣋝	KJJJF.KJJF	kjjf
𣋞	KEBZsLka.KEZL	kezl
𣋟	KTgFFZZs.KTZZ	ktzz
𣋠	KSYmUdRhNd.KSRN	ksrn
𣋢	KEdJRdEdJRd.KEJR	kejr
𣋣	KHMLka.KHML	khml
𣋤	OsZiBiOsZiBiK.OsBK	osbk
𣋥	KUdYzUdYz.KUUY	kuuy
𣋦	KZiZiGdOdOdEd.KZOE	kzoe
𣋨	CoNXAWwXs.CoWX	cowx
𣋩	KSeFJ.KSFJ	ksfj
𣋪	KWdAKoLo.KWKL	kwkl
𣋫	VFkPdK.VFPK	vfpk
𣋬	KBXBiAJDs.KBJD	kbjd
𣋭	KENiYM.KEYM	keym:kiym
𣋮	KMcIhBdZ.KMBZ	kmbz
𣋰	KEaOKvQda.KEKQ	kekq
𣋲	KZdJdOsZd.KZOZ	kzoz
𣋳	KTxUo.KTUo	ktuo
𣋴	TxUoK.TxUK	txuk
𣋵	KZZsNkZZsF.KZZF	kzzf
𣋶	KWoNcYz.KWNY	kwny
𣋷	KTg.KTg	ktg
𣋸	KEJBdOdRo.KEOR	keor
𣋹	KKvLdMoE.KKME	kkme
𣋺	KBLkLo.KBLL	kbll
𣋻	KELkHmS.KEHS	kehs
𣋼	KRK.KRK	krk
𣋽	KOdAJJOdOdKd.KOOK	kook
𣋾	KSKF.KSKF	kskf
𣋿	SRsRsNiK.SRNK	srnk
𣌀	KUcMfYM③.KUYM	kuym
𣌁	KGqBm.KGBm	kgbm
𣌂	KGqBm.KGBm	kgbm
𣌃	BiX AFAKLka.BiKL	bikl
𣌅	KGgMfMfIi.KGMI	kgmi
𣌆	KSBm.KSBm	ksbm
𣌇	OsZiOsZiCCK.OsCK	osck
𣌈	KKEaOS.KKOS	kkos
𣌉	KIhNiBdZ.KIBZ	kibz
𣌊	KFvXbXXs.KFXX	kfxx
𣌋	KOdAJJOdOdRo.KOOR	koor
𣌌	KMcPdGo.KMPG	kmpg
𣌍	KCeCeCe.KCCC	kccc
𣌎	KAIiOiLlAQdMo.KAQM	kaqm
𣌏	KADsENiXs.KANX	kanx
𣌑	KKZiZiGdUf.KKGU	kkgu
𣌒	KRyOdKuUcDs.KRUD	krud
𣌓	KEJJNi.KEJN	kejn:kijn
𣌔	KWdRsJGo.KWJG	kwjg
𣌕	KEMeLkBUo.KEBU	kebu
𣌖	KEJBdOdNi.KEON	keon
𣌗	KLLNiXs.KLNX	klnx
𣌘	KSJKEAEdIdXs.KSIX	ksix
𣌙	KXdAICeMo.KXCM	kxcm
𣌚	KASKSJKo.KAJK	kajk
𣌛	KAXsXsXsFGo.KAFG	kafg
𣌜	KMcGgMfMfIi.KMMI	kmmi
𣌝	KKSJJEbRh.KKER	kker
𣌞	UaKuKUcSXo.UaSX	uasx
𣌟	KFvJJJAIAOdOd.KFOO	kfoo
𣌠	CoCoCoCo.CoCC	cocc
𣌡	IKZs.IKZs	ikzs
𣌢	KKo.KKo	kko
𣌣	NkZOd.NkZO	nkoz:nkzo
𣌤	KKoM.KKM	kkm
𣌥	KOYd.KOYd	koyd
𣌦	KXb.KXb	kxb
𣌧	LdEK.LdEK	ldak:ldek
𣌨	KicRyBd.KicB	kicb:kict
𣌩	LdKZOd.LdZO	ldoz:ldzo
𣌫	KTiRr.KTRr	ktrr
𣌭	OdAJK.OdJK	odjk
𣌮	KVdNd.KVNd	kvnd
𣌯	KFQd.KFQd	kfqd
𣌰	KQYm.KQYm	kqym
𣌱	KKdKoM.KKKM	kkkm
𣌲	KZRrGI.KZGI	kzgi
𣌳	ZZsZZsK.ZZZK	zzzk
𣌴	KKdQ.KKQ	kkq
𣌵	KKdYMS.KKMS	kkms
𣌶	OZsKKd.OZKK	ozkk
𣌷	KSyB.KSB	ksb
𣌸	KXoY.KXY	kxy
𣌹	KKdGiA.KKGA	kkga
𣌺	KKdJZi.KKJZ	kkjz
𣌻	KNdUf.KNUf	knuf
𣌼	AKiaOK.AKOK	akok:fkok
𣌽	AKiaAKu.AKAK	akak:fkak
𣌾	KicFK.KicK	kick
𣌿	KRsIdK.KRIK	krik
𣍀	KKdJF.KKJF	kkjf
𣍁	XmMhKKd.XmKK	xmkk
𣍂	OOJKKd.OOKK	ookk
𣍃	FLkKic.FLKi	flki
𣍅	CiRhKKd.CiKK	cikk
𣍆	BXmQxK.BXQK	bxqk
𣍇	AKOsCeXs.AKCX	akcx
𣍈	CiCiKUa.CiKU	ciku
𣍉	KSJYaY.KSYY	ksyy
𣍊	KRyXmSTd.KRST	krst
𣍋	OdALkKAId.OdAI	odai
𣍌	ARsARsARsK.ARRK	arrk
𣍍	WwYd⑤SKKd.WwKK	wwkk
𣍎	UdLkKBdRd.UdBR	udbr
𣍏	AKOsUcBi.AKUB	akub
𣍐	RyOdOdALkK.RyLK	rylk
𣍑	KZZmNkLiHs.KZLH	kzlh
𣍒	KvKAZZsZZsB.KvZB	kvzb
𣍓	KAOLiOsOsOsOs.KAOO	kaoo
𣍕	KKdBBBGr.KKBG	kkbg
𣍖	EKkKFK.EKFK	ekfk
𣍗	OdSOsZiLdZsKKd.OdKK	odkk
𣍘	FKFKK.FKKK	fkkk
𣍙	AKOsTgUaXk.AKUX	akux
𣍚	XbKZBORs.XbOR	xbor
𣍛	AKOsNbAZAIdOFk.AKOF	akof
𣍜	XbKNbOsEaAKiO.XbKO	xbko
𣍝	MQ.MQ	mqvv:nlbd
𣍞	QOd.QOd	qod
𣍟	WwAQ.WwAQ	wwaq
𣍠	QANd.QANd	qand
𣍡	AOQ.AOQ	aoq
𣍢	ZOdQ.ZOQ	zoq:odzq
𣍣	ANdQ.ANQ	anq
𣍤	KvQ.KvQ	kvq
𣍥	QWdRd.QWRd	qwrd
𣍦	QJRd.QJRd	qjrd
𣍧	ZiZiQ.ZiZQ	zizq
𣍨	QRKo.QRKo	qrko
𣍩	QMf.QMf	qmf
𣍪	QALdOd.QALO	qalo
𣍮	QUaZi.QUZi	quzi
𣍯	QWwHe.QWHe	qwhe
𣍰	QBdUo.QBUo	qbuo
𣍱	QWdGdZs.QWGZ	qwgz
𣍲	QBiX Zm.QBXZ	qbxz
𣍳	GdQAiJ.GdAJ	gdaj
𣍴	QARsYyb.QARY	qary
𣍵	QSoJ.QSJ	qsj
𣍶	QOsZiRs.QOZR	qozr
𣍹	QUoE.QUE	que
𣍺	QKoMc.QKMc	qkmc
𣍻	QHmJA.QHJA	qhja
𣍼	LdBJQ.LdJQ	ldjq
𣍽	QIdJdRs.QIJR	qijr
𣍾	QFv.QFv	qfv
𣍿	QFOdOd.QFOO	qfoo
𣎀	QTgIdJ.QTIJ	qtij
𣎂	QZdLd.QZLd	qzld
𣎃	QKoLd.QKLd	qkld
𣎄	QUBdRs.QUBR	qubr
𣎅	QKRy.QKRy	qkry
𣎆	ShJQQda.ShQQ	shqq
𣎈	QKiGi.QKGi	qkgi
𣎉	GdQHmY.GdHY	gdhy
𣎊	QXmL.QXL	qxl
𣎋	NkFQ.NkFQ	nkfq
𣎌	QUfE.QUE	que
𣎍	EdKEdMaQ.EdMQ	edmq
𣎎	QUbOdOd.QUOO	quoo
𣎏	JdEdJGdQ.JdGQ	jdgq
𣎐	QLlGdOdOd.QLOO	qloo
𣎑	QWdELr.QWEL	qwel
𣎒	QUbKi.QUKi	quki
𣎓	QSyMaXIi.QSXI	qsxi
𣎔	QCLr.QCLr	qclr
𣎕	RQLkKv.RQLK	rqlk
𣎖	QBUbQyS.QBQS	qbqs:qbuq
𣎘	SUdQJK.SUJK	sujk
𣎙	QEWdSy.QEWS	qews
𣎚	QLkBUo.QLBU	qlbu
𣎛	QXsXIMLd.QXML	qxml
𣎜	QWx.QWx	qwx
𣎝	QUfZ.QUZ	quz
𣎞	YiaQBRdRs.YiaR	yiar
𣎟	QXbBiJDs.QXJD	qxjd
𣎠	EdKEdQQ.EdQQ	edqq
𣎡	QQWd.QQWd	qqwd
𣎢	QEdKEdQ.QEEQ	qeeq
𣎣	QNkSyMo.QNSM	qnsm
𣎤	QWwXsEe.QWXE	qwxe
𣎥	GdQHJJJ.GdJJ	gdjj
𣎦	QKEbRh.QKER	qker
𣎧	QBmUo.QBUo	qbuo
𣎨	QERyMMSWz.QESW	qesw
𣎩	GgKQGdSQ.GgSQ	ggsq
𣎪	QSJWwJQ.QSJQ	qsjq
𣎫	QJdFkDs.QJFD	qjfd
𣎬	GdQWdAJKi.GdJK	gdjk
𣎭	QOsOsQKKd.QOKK	qokk
𣎮	QUcMfAZ③.QUAZ	quaz
𣎯	QMbRdMbRdK.QMRK	qmrk
𣎰	QEMeLkBUo.QEBU	qebu
𣎲	QKoWwJLkBUo.QKBU	qkbu
𣎳	F.F	faaa
𣎶	FA.FA	favv
𣎷	FYda.FYda	fyda
𣎸	FY.FY	fyvv
𣎹	FZZ.FZZ	fzz
𣎻	LdF.LdF	ldf
𣎼	XsF.XsF	xsf
𣎽	HdF.HdF	hdf
𣎾	WwF.WwF	wwf
𣎿	YybF.YybF	yybf
𣏀	FKd.FKd	fkd
𣏂	OsFS.OsFS	osfs
𣏅	BF.BF	bfvv
𣏆	FMQd.FMQd	fmqd
𣏇	FAZs.FAZs	fazs
𣏈	FMZs.FMZs	fmzs
𣏉	YdSF.YdSF	ydsf
𣏋	AZsF.AZF	azf
𣏌	FYyb.FYyb	fyyb
𣏍	YaF.YaF	yaf
𣏎	FUdI.FUI	fui
𣏏	AZsF.AZF	azf
𣏐	FRs.FRs	frs
𣏑	FLi.FLi	fli
𣏒	FQyS.FQS	fqs:fqya
𣏓	FBdZA.FBZA	fbz
𣏔	IiF.IiF	iif
𣏕	FF.FF	ffvv
𣏖	FYzI.FYI	fyi
𣏗	XsXIF.XsIF	xsif
𣏘	FNXs.FNXs	fnxs
𣏙	FMy.FMy	fmy
𣏚	FRh.FRh	frh
𣏜	FAIZY.FAZY	fazy
𣏝	FWwRd.FWRd	fwrd
𣏞	FGr.FGr	fgr
𣏟	FF.FF	ffvv
𣏠	FOsOs.FOOs	foos
𣏡	FIi.FIi	fii
𣏢	FBdZS.FBZS	fbzs
𣏣	FSId.FSId	fsid
𣏤	FOOs.FOOs	foos
𣏥	FSO.FSO	fso
𣏦	UoF.UoF	uof
𣏧	FXmS.FXS	fxs
𣏨	FBdNd.FBNd	fbnd
𣏩	HmF.HmF	hmf
𣏪	FXsXs.FXXs	fxxs
𣏫	FQyYm.FQYm	fqym
𣏬	FK.FK	fkvv
𣏭	FZyMA.FZMA	fzma
𣏮	MFJ.MFJ	mfj
𣏯	FRyMS.FRMS	frms
𣏰	OYdF.OYF	oyf
𣏳	FAZZs.FAZZ	fazz
𣏴	FNBd.FNBd	fnbd
𣏶	FKv.FKv	fkv
𣏸	FPdEd.FPEd	fped
𣏹	FUo.FUo	fuo
𣏺	FYaZ.FYZ	fyz
𣏻	YMOdF.YMOF	ymof
𣏼	EaF.EaF	eaf
𣏽	FIdXs.FIXs	fixs
𣏾	FHm.FHm	fhm
𣏿	FAGd.FAGd	fagd
𣐀	FSo.FSo	fso
𣐁	EdWwF.EdWF	edwf
𣐂	BdZsF.BdZF	bdzf
𣐃	GgYybF.GgYF	ggyf
𣐄	FJI.FJI	fji
𣐅	FMB.FMB	fmb
𣐆	FHdYd.FHYd	fhyd
𣐇	CiF.CiF	cif
𣐈	FALiM.FALM	falm
𣐉	XmRrF.XmRF	xmrf
𣐊	FXmQy.FXQy	fxqy
𣐋	FHmZ.FHZ	fhz
𣐌	FXIi.FXIi	fxii
𣐍	FOdaB.FOB	fob
𣐎	FAZYdaS.FAYS	fays
𣐏	FJdXs.FJXs	fjxs
𣐐	FOdKo.FOKo	foko
𣐑	FIiRr.FIRr	firr
𣐒	FLd.FLd	fld
𣐓	FXmBd.FXBd	fxbd
𣐔	FXbXs.FXXs	fxxs
𣐕	FXsBi.FXBi	fxbi
𣐖	FWmYda.FWYd	fwyd
𣐗	NRyMF.NRMF	nrmf
𣐘	FVAi.FVAi	fvai
𣐙	FSZZs.FSZZ	fszz
𣐚	FSKv.FSKv	fskv
𣐛	FBdZmS.FBZS	fbzs
𣐜	FYzZs.FYZs	fyzs
𣐝	FHLi.FHLi	fhli
𣐞	FGdJ.FGJ	fgj
𣐟	BYMF.BYMF	bymf
𣐠	FQSS.FQSS	fqss
𣐡	FYybHd.FYHd	fyhd
𣐢	FXsYz.FXYz	fxyz
𣐣	FAKoM.FAKM	fakm
𣐤	FIK.FIK	fik
𣐥	LF.LF	lfvv
𣐦	Rs②F.RsF	rsf
𣐨	FZmYM.FZYM	fzym
𣐩	NkF.NkF	nkf
𣐪	FMGdXs.FMGX	fmgx
𣐫	AKvF.AKF	akf
𣐬	FKi.FKi	fki
𣐭	FKi.FKi	fki
𣐮	JdOdF.JdOF	jdof
𣐯	ZiZiF.ZiZF	zizf
𣐱	XsXOF.XsOF	xsof
𣐲	FJZi.FJZi	fjzi
𣐳	FJOs.FJOs	fjos
𣐴	FNB.FNB	fnb
𣐵	FH.FH	fhvv
𣐶	FLdLd.FLLd	flld
𣐷	LdOdWwF.LdWF	ldwf
𣐸	FAJOd.FAJO	fajo
𣐹	FIdAKo.FIAK	fiak
𣐺	FXmXm.FXXm	fxxm
𣐻	XoF.XoF	xof
𣐼	FTgAEd.FTAE	ftae
𣐽	SuBdKo.SuBK	subk
𣐾	FNF.FNF	fnf
𣐿	FSRh.FSRh	fsrh
𣑁	FSZsRd.FSZR	fszr
𣑂	FPvAZ.FPAZ	fpaz
𣑃	VQdaF.VQF	vqf
𣑅	IdXFJ.IdFJ	idfj
𣑆	FOsGdZs.FOGZ	fogz
𣑇	FZ.FZ	fzvv
𣑈	FRySy.FRSy	frsy
𣑉	FNl.FNl	fnl
𣑊	FGdIdB.FGIB	fgib
𣑋	FWdDs.FWDs	fwds
𣑌	FZYdJ.FZYJ	fyjz:fzyj
𣑎	BdKvAId.BdAI	bdai
𣑏	FTdKv.FTKv	ftkv
𣑐	FJLi.FJLi	fjli
𣑑	FWdYa.FWYa	fwya
𣑒	FWoYda.FWYd	fwyd
𣑓	FBiDs.FBDs	fbds
𣑔	FXsF.FXF	fxf
𣑕	FXKvA.FXKA	fxka
𣑖	FGdB.FGB	fgb
𣑗	FYdSDs.FYSD	fysd
𣑘	ARsRrF.ARRF	arrf
𣑙	FHALi.FHAL	fhal
𣑚	FXsXsXs.FXXX	fxxx
𣑛	FEdQ.FEQ	feq:ffb:falb:feld
𣑜	BdKoLdB.BdLB	bdlb
𣑝	FJdDM.FJDM	fjdm
𣑞	INkF.INF	inf
𣑟	FJdMGd.FJMG	fjmg
𣑠	OdAJF.OdJF	odjf
𣑡	NHmF.NHF	nhf
𣑢	FQyK.FQK	fqk
𣑣	FRsDs.FRDs	frds
𣑤	FRyOsZi.FROZ	froz
𣑥	FBmAi.FBAi	fbai
𣑦	BiQdaF.BiQF	biqf
𣑧	BYdSF.BYSF	bysf
𣑨	AQQAF.AQAF	aqaf
𣑩	FJdJ.FJJ	fjj
𣑪	FWwQdEd.FWQE	fwqe
𣑫	FQdF.FQF	fqf
𣑬	FKEd.FKEd	fked
𣑮	FPy.FPy	fpy
𣑯	FVRd.FVRd	fvrd
𣑰	FOdU.FOU	fou
𣑱	VQySF.VQSF	vqf:vqsf
𣑲	FQdALi.FQAL	fqal
𣑳	FCk.FCk	fck
𣑴	FVBi.FVBi	fvbi
𣑵	FXbBd.FXBd	fxbd
𣑶	FWsZ.FWZ	fwz
𣑷	FKoGd.FKGd	fkgd
𣑸	LdF.LdF	ldf
𣑹	FLlLi.FLLi	flli
𣑺	FI.FI	fivv
𣑻	FMaMb.FMMb	fmmb
𣑼	ZiOZiO.ZiZO	zizk:zizo
𣑽	FFQd.FFQd	ffqd
𣑾	IdAFJ.IdFJ	idfj
𣑿	FPvYyb.FPYy	fpyy
𣒀	FMaXIi.FMXI	fmxi
𣒁	FUoE.FUE	fue
𣒂	FSuY.FSY	fsy
𣒃	FOiQx.FOQx	foqx
𣒄	FIiRrBd.FIRB	firb
𣒅	FOsGdJ.FOGJ	fogj
𣒆	FBWwQd.FBWQ	fbwq
𣒇	FMfRd.FMRd	fmrd
𣒈	FLlCi.FLCi	flci
𣒊	GXsF.GXF	gxf
𣒋	FKBi.FKBi	fkbi
𣒌	FJLdOd.FJLO	fjlo
𣒍	FNAiJ.FNAJ	fnaj
𣒎	FGrLl.FGLl	fgll
𣒐	WdFF.WdFF	wdff
𣒑	FVF.FVF	fvf
𣒒	FSoY.FSY	fsy
𣒓	UoYybF.UoYF	uoyf
𣒔	FWoQy.FWQy	fwqy
𣒕	VSOF.VSOF	vsof
𣒖	FEdJRd.FEJR	fejr
𣒗	FBZsY.FBZY	fbzy
𣒙	FFJ.FFJ	ffj
𣒛	FJF.FJF	fjf
𣒜	FFNd.FFNd	ffnd
𣒞	FFk.FFk	ffk
𣒟	FGgMbOd.FGMO	fgmo
𣒠	BdKoKKd.BdKK	bdkk
𣒡	FPdF.FPF	fpf
𣒢	FEZm.FEZm	fezm
𣒣	FESh.FESh	fesh
𣒤	FMbYy.FMYy	fmyy
𣒥	FRsQ.FRQ	frq
𣒦	FNL.FNL	fnl
𣒨	FLRr.FLRr	flrr
𣒩	FKvJ.FKJ	fkj
𣒪	FJdYybA.FJYA	fjya
𣒫	MaZyF.MaZF	mazf
𣒬	FRrFA.FRFA	frfa
𣒮	AIdNdFB.AIFB	aifb:akfb
𣒰	FMaLdB.FMLB	fmlb
𣒱	FJRo.FJRo	fjro
𣒲	FWdMb.FWMb	fwmb
𣒳	BiFC.BiFC	bifc
𣒴	FMfYM.FMYM	fmym
𣒵	FYyMo.FYMo	fymo
𣒶	FFYa.FFYa	ffya
𣒷	TgWmF.TgWF	tgwf
𣒸	FGrC.FGC	fgc
𣒹	FKoMZm.FKMZ	fkmz
𣒺	FXmF.FXF	fxf
𣒻	FMyB.FMB	fmb
𣒼	NIMoF.NIMF	nimf
𣒽	FGgIiRr.FGIR	fgir
𣒾	FEQda.FEQd	feqd
𣒿	VRoF.VRF	vrf
𣓀	SeF.SeF	sef
𣓁	AGdAGdF.AGGF	aggf
𣓂	FRsKi.FRKi	frki
𣓃	FELdOda.FELO	felo
𣓄	FTgIiRr.FTIR	ftir
𣓅	FWmF.FWF	fwf
𣓆	FPvMB.FPMB	fpmb
𣓇	BBKdF.BBKF	bbkf
𣓈	FALiOdaOda.FAOO	faoo
𣓉	FAXbIi.FAXI	faxi
𣓊	FDJXb.FDJX	fdjx
𣓋	FERrRr.FERR	ferr
𣓌	FRsOdJ.FROJ	froj
𣓍	FKQ.FKQ	fkq
𣓎	FEMGd.FEMG	femg
𣓏	FFF.FFF	fff
𣓐	FVKia.FVKi	fvki
𣓑	EdWwKF.EdKF	edkf
𣓒	FEQx.FEQx	feqx
𣓓	FRyKAZ.FRAZ	fraz
𣓔	YzMaKoF.YzKF	yzkf
𣓕	FFQyZs.FFQZ	ffqz
𣓖	FWmQ.FWQ	fwq
𣓗	FRyOdK.FROK	frok
𣓘	FBWwAQd.FBAQ	fbaq
𣓚	FOdOdOAZ.FOAZ	foaz
𣓛	FNlRr.FNRr	fnrr
𣓜	FXIiF.FXIF	fxif
𣓝	EJWwF.EJWF	ejwf
𣓞	MdQF.MdQF	mdqf
𣓟	EdJdEF.EdEF	edef
𣓠	FWmWm.FWWm	fwwm
𣓢	AGrAGrF.AGGF	aggf
𣓣	FGgUaZi.FGUZ	fguz
𣓤	FEdEGr.FEEG	feeg
𣓥	VXsXIMF.VXMF	vxmf
𣓦	FVMW.FVMW	fvmw
𣓧	AKiaZsF.AKZF	fkf:akzf:fkzf
𣓨	IdJdRsF.IdRF	idrf
𣓩	FZdKi.FZKi	fzki
𣓪	AZsEaZF.AZZF	azzf
𣓫	TdOdAJF.TdJF	tdjf
𣓬	VNkF.VNF	vnf
𣓭	FVL.FVL	fvl
𣓮	VMfF.VMF	vmf
𣓯	WmSyF.WmSF	wmsf
𣓰	SoMoF.SoMF	somf
𣓱	FSuY.FSY	fsy
𣓲	FSUdWwYm.FSWY	fswy
𣓳	UoUoF.UoUF	uouf
𣓴	FFOdNd.FFON	ffon
𣓵	CiCiF.CiCF	cicf
𣓶	FYaLka.FYLk	fylk
𣓷	BWwJF.BWJF	bwjf
𣓸	FAHsIi.FAHI	fahi
𣓹	FBZsY.FBZY	fbzy
𣓺	GiAFJ.GiFJ	gifj
𣓻	FCiRh.FCRh	fcrh
𣓼	EdWwFF.EdFF	edff
𣓽	FMHdTiRr.FMTR	fmtr
𣓾	FKRyOd.FKRO	fkro
𣓿	FEWwYm.FEWY	fewy
𣔀	FEWz.FEWz	fewz
𣔁	FEOdAX.FEAX	feax:fesx
𣔂	FKQ.FKQ	fkq
𣔄	FEOYd.FEOY	feoy
𣔅	FWPd.FWPd	fwpd
𣔆	FPdaY.FPY	fpy
𣔇	MaJF.MaJF	majf
𣔈	FNbEd.FNEd	fned
𣔉	FKc.FKc	fkc
𣔊	FZsGdJ.FZGJ	fzgj
𣔋	FP.FP	fpvv
𣔍	MaZyAF.MaAF	maaf
𣔏	FGdUdAEd.FGAE	fgae
𣔐	FKvLd.FKLd	fkld
𣔑	FKGdS.FKGS	fkgs
𣔒	FMdQ.FMQ	fmq
𣔓	FOiXi.FOXi	foxi
𣔔	FPvBdNd.FPBN	fpbn
𣔕	OdaRsMbF.OdaF	odaf
𣔖	FXEdXEd.FXXE	fxxe
𣔗	ZsJFQda.ZsFQ	zsfq
𣔘	BBYdF.BBYF	bbyf
𣔙	FPdRo.FPRo	fpro
𣔚	QYXsF.QYXF	qyxf
𣔛	FWoGr.FWGr	fwgr
𣔜	FZdRsKd.FZRK	fzrk
𣔝	FWHdZi.FWHZ	fwhz
𣔞	FYaPs.FYPs	fyps
𣔟	FEGi.FEGi	fegi
𣔠	FEPd.FEPd	fepd
𣔡	FBXi.FBXi	fbxi
𣔢	FNRsRs.FNRR	fnrr
𣔣	JFCs.JFCs	jfcs
𣔤	FNAJOs.FNJO	fnjo
𣔥	FOiAIi.FOAI	foai
𣔦	FGgBB.FGBB	fgbb
𣔧	FZmG.FZG	fzg
𣔨	FIiQ.FIQ	fiq
𣔩	FJGdLi.FJGL	fjgl
𣔪	FMeTiRr.FMTR	fmtr
𣔫	FMaBB.FMBB	fmbb
𣔭	FBRdB.FBRB	fbob:fbrb
𣔮	FEhAZ.FEAZ	feaz
𣔯	FFv.FFv	ffv
𣔰	FEW.FEW	few
𣔲	FWLd.FWLd	fwld
𣔳	FTgUaZi.FTUZ	ftuz
𣔴	FWKia.FWKi	fwki
𣔵	RJRrRrF.RJRF	rjrf
𣔶	FEVYyb.FEVY	fevy
𣔷	FQGdNd.FQGN	fqgn
𣔸	FGJdOdOd.FGOO	fgoo
𣔹	FRGgMa.FRGM	frgm
𣔺	FKL.FKL	fkl
𣔻	FWoGdS.FWGS	fwgs
𣔼	FMAEd.FMAE	fmae
𣔽	XsAGdF.XsGF	xsgf
𣔾	FUdGq.FUGq	fugq
𣕁	ZmBBF.ZmBF	zmbf
𣕂	FUbLi.FULi	fuli
𣕃	FKLdZs.FKLZ	fklz
𣕄	FWmLd.FWLd	fwld
𣕅	FMBRy.FMBR	fmbr
𣕆	FOAZLka.FOZL	fozl
𣕇	KoQKdF.KoKF	kokf
𣕈	FELc.FELc	felc
𣕉	FERyJ.FERJ	ferj
𣕊	FMGdKv.FMGK	fmgk
𣕋	FXmOQ.FXOQ	fxoq
𣕌	FRyJMo.FRJM	frjm
𣕍	FRyKGd.FRKG	frkg
𣕎	FKiF.FKF	fkf
𣕏	SKiaZsF.SKZF	skzf
𣕐	ZiZiZiF.ZiZF	zizf
𣕑	FXBF.FXBF	fxbf
𣕒	FAJUaXs.FAUX	faux
𣕓	SkADF.SkDF	skdf
𣕔	DMiF.DMF	dmf
𣕕	FNbBi.FNBi	fnbi
𣕖	FOiXbBd.FOXB	foxb
𣕗	FUaBmRr.FUBR	fubr
𣕘	FZsJF.FZJF	fzjf
𣕙	UaZsFOZs.UaOZ	uaoz
𣕚	FEHm.FEHm	fehm
𣕛	FSZsLdB.FSLB	fslb
𣕜	FUaZZsZZs.FUZZ	fuzz
𣕝	FVYdSB.FVSB	fvsb
𣕞	FUcZm.FUZm	fuzm
𣕟	SuFF.SuFF	suff
𣕢	FFANRr.FFNR	ffnr
𣕣	EdWwEdJF.EdJF	edjf
𣕥	GHmF.GHF	ghf
𣕦	FFL.FFL	ffl
𣕧	FYmJF.FYJF	fyjf
𣕨	FGiKi.FGKi	fgki
𣕩	FHKZm.FHKZ	fhkz
𣕪	FXsBF.FXBF	fxbf
𣕫	BBBF.BBBF	bbbf
𣕬	FCiZy.FCZy	fczy
𣕭	FAEKdB.FAKB	fakb
𣕮	CoF.CoF	cof
𣕯	FFOdW.FFOW	ffax:ffow
𣕰	CMfF.CMF	cmf
𣕱	FLF.FLF	flf
𣕲	FUBdK.FUBK	fubk
𣕳	FJdUf.FJUf	fjuf
𣕴	FLlGgUo.FLGU	flgu
𣕵	FEOdW.FEOW	feax:feow
𣕶	FKiSy.FKSy	fksy
𣕷	RrFJF.RrJF	rrjf
𣕸	FEHLi.FEHL	fehl
𣕺	FELdGr.FELG	felg
𣕻	FMdL.FML	fml
𣕼	NcYMF.NcMF	ncmf
𣕽	FFRyJ.FFRJ	ffrj
𣕾	FFWzM.FFWM	ffwm
𣕿	EdWwZiZiF.EdZF	edzf
𣖀	FALdOdIdXs.FAIX	faix
𣖁	FGdSLka.FGSL	fgsl
𣖂	FGdUc.FGUc	fguc
𣖃	LlGlF.LlGF	llgf
𣖄	MeNbF.MeNF	menf
𣖅	FPdSe.FPSe	fpse
𣖆	FRyKYa.FRKY	frky
𣖇	SJdOLdF.SJLF	sjlf
𣖈	SZJdRSF.SZSF	sjzf:szsf
𣖉	FWoF.FWF	fwf
𣖊	FZdARsKd.FZRK	fzrk
𣖋	FEhJ.FEJ	fej
𣖌	FEdXsJO.FEJO	fejo
𣖍	FGiAIi.FGAI	fgai
𣖎	FJJJ.FJJJ	fjjj
𣖏	FMhRy.FMRy	fmry
𣖐	FWNk.FWNk	fwnk
𣖑	FRyMaAIi.FRAI	frai:frei:frmi
𣖒	FWWOGdXsS.FWXS	fwxs
𣖓	FCiRdRs.FCRR	fcor:fcrr
𣖔	FGgKYa.FGKY	fgky
𣖕	FXmUaE.FXUE	fxue
𣖖	FDBDs.FDBD	fdbd
𣖗	FWXmRr.FWXR	fwxr
𣖘	FZBi.FZBi	fzbi
𣖙	FUcGd.FUGd	fugd
𣖚	FEYmJ.FEYJ	feyj
𣖛	SOdOdEdAF.SOAF	soaf
𣖜	FKiQ.FKQ	fkq
𣖝	FENB.FENB	fenb
𣖞	FSNdOJ.FSOJ	fsoj
𣖟	FSEd.FSEd	fsed
𣖠	FEZiZi.FEZZ	fezz
𣖡	FLoKd.FLKd	flkd
𣖢	AFSOdOdEd.AFOE	afoe
𣖣	FRyZiAZi.FRAZ	fraz
𣖤	FOdOdZsJ.FOZJ	fozj
𣖥	FEdJMd.FEJM	fejm
𣖦	XsXIEaZF.XsZF	xszf
𣖧	FIiRrF.FIRF	firf
𣖨	FEIiRr.FEIR	feir
